,weekday_price,weekday_distance,weekday,weekend_price,weekend_dist,weekend
01,1351.5,338.47999999999979,3.9928503899787309,1404.5,339.1400000000001,4.1413575514536758
02,615.5,165.31999999999996,3.7230825066537632,1063.0,280.43999999999994,3.7904721152474692
03,538.0,148.03000000000003,3.6343984327501175,688.5,177.02999999999997,3.8891713268937473
04,672.5,208.66000000000003,3.2229464200134186,546.0,140.99000000000001,3.8726150790836229
05,694.0,181.59999999999994,3.8215859030837018,410.5,125.65000000000002,3.267011539992041
06,2189.0,623.10000000000025,3.5130797624779313,372.0,105.13000000000002,3.538476172358032
07,3613.5,829.19000000000051,4.3578673162966242,314.0,87.5,3.5885714285714285
08,3921.0,826.23999999999967,4.7455945003872984,661.0,168.83999999999997,3.914949064202796
09,4407.0,917.34999999999968,4.804055158881563,666.0,140.20000000000002,4.7503566333808838
10,3315.5,679.08000000000061,4.8823408140425242,1079.0,258.96999999999997,4.1665057728694448
11,2934.0,595.68999999999983,4.9253806510097551,1173.0,276.53999999999991,4.2417010197439806
12,3541.0,743.29999999999939,4.7638907574330727,1062.5,262.9199999999999,4.0411532024950567
13,3839.0,840.8899999999993,4.5654009442376564,1209.5,263.60999999999984,4.5882174424339013
14,3771.0,843.33000000000015,4.4715591761232254,1494.0,332.53000000000003,4.4928277147926501
15,3907.0,866.11000000000035,4.5109743566059723,1148.0,253.48999999999995,4.5287782555524885
16,3321.5,740.87999999999909,4.4831821617535956,1282.0,312.90999999999991,4.0970247035888923
17,4210.0,899.72000000000014,4.6792335393233442,1029.5,230.06000000000006,4.4749195861949049
18,5045.0,1053.5299999999995,4.7886628762351355,1304.0,287.45000000000005,4.5364411201948158
19,5337.5,1143.7300000000005,4.6667482710080153,1227.0,246.22999999999993,4.9831458392559815
20,5111.5,1224.3700000000003,4.1748001012765741,1333.0,295.53000000000009,4.5105403850708878
21,5018.5,1241.0299999999993,4.0438184411335767,1511.0,366.75999999999993,4.1198603991711211
22,4970.3299999999999,1203.1399999999996,4.1311318716026406,1133.5,265.61000000000001,4.2675351078649149
23,4074.5,987.58999999999992,4.1256999362083455,1156.0,267.31,4.3245669821555497
24,2040.0,573.62,3.5563613542066177,1374.5,331.83999999999986,4.142056412729028
