,weekday_price,weekday_distance,weekday,weekend_price,weekend_dist,weekend
01,1835.0,490.19000000000011,3.7434464187355916,1166.0,290.67000000000002,4.0114218873636771
02,1493.0,387.67000000000007,3.851213661103515,800.0,203.94999999999996,3.9225300318705574
03,986.0,279.98000000000008,3.521680120008571,846.5,222.74999999999997,3.8002244668911342
04,575.5,136.14000000000001,4.2272660496547667,523.0,145.16000000000003,3.602920914852576
05,1181.5,321.77999999999986,3.671763316551683,262.5,77.590000000000003,3.383167934012115
06,1906.3299999999999,527.28999999999985,3.6153350148874441,146.5,38.060000000000002,3.8491854965843402
07,3022.5,724.73999999999967,4.1704611308883202,257.0,67.199999999999989,3.8244047619047628
08,3862.5,776.86000000000024,4.971938315784052,436.5,117.55,3.7133134836239901
09,3510.5,694.61000000000035,5.0539151466290413,732.0,191.45999999999998,3.8232528987778132
10,3526.5,739.12000000000023,4.7712144171447113,704.0,184.25999999999999,3.820688158037556
11,3535.0,692.90999999999951,5.1016726559004812,1044.5,253.28000000000006,4.1238945041061266
12,3952.5,779.3500000000007,5.0715339706165352,1036.0,242.46999999999994,4.2726935290963839
13,3957.0,831.85000000000025,4.7568672236581104,983.5,220.38000000000011,4.4627461657137646
14,4136.5,834.03000000000088,4.9596537294821479,1129.5,289.00000000000006,3.9083044982698953
15,3901.5,855.79999999999995,4.5588922645477918,1161.5,284.60000000000002,4.0811665495432186
16,3334.5,723.40999999999985,4.6094192781410275,1296.0,284.60000000000008,4.5537596626844685
17,4276.0,882.25000000000023,4.8466987815245099,1175.0,255.75999999999999,4.5941507663434473
18,4992.0,1029.8600000000008,4.8472607927291049,1174.5,272.60999999999996,4.308352591614395
19,4342.0,951.43999999999983,4.5636088455393935,1242.5,303.02999999999986,4.1002541002541024
20,4634.0,1099.6400000000003,4.2141064348332167,998.5,261.91000000000003,3.8123782978885874
21,4490.5,1067.1500000000001,4.2079370285339452,1119.0,278.56999999999999,4.0169436766342397
22,4602.0,1079.2899999999991,4.2639142399169865,1251.0,301.13,4.1543519410221501
23,3991.5,968.35999999999967,4.1219174687099853,1210.5,297.48000000000002,4.0691811214199269
24,2916.5,767.61999999999955,3.7994059560720168,1236.0,288.07000000000005,4.2906238067136453
